airline_sentiment_Index,features,rawPrediction,probability,prediction
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[45,297,372,429,454,595,647,680,691,795,847,877],""values"":[1,1,1,1,1,1,1,1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5065531036731954,0.17409292322697378,-1.68064602690017]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7662161514015731,0.2021488144721866,0.03163503412624043]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,347,411,472,484,712,764,865,907,946],""values"":[2,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5637351273939633,-0.7192031095068785,-0.8445320178870844]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8389577206231131,0.08556035862546667,0.07548192075142031]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,206,233,330,400,415,524,540,661,888],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4313607664135166,-0.7917064335715422,-0.6396543328419744]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8101533282953945,0.08772056144573545,0.10212611025886992]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[91,100,110,327,468,701,737,779,958,975,983],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.9182569432671517,1.255731537292235,0.6625254059749168]}","{""vectorType"":""dense"",""length"":3,""values"":[0.0262397655313587,0.6271993978985889,0.3465608365700524]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,350,935],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.2100495823733626,0.41132292585070274,-0.2012733434773401]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25837816718271295,0.48096609749142133,0.2606557353258656]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[227,415,560,678,985],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2140754104480003,-0.2685112265067497,-0.9455641839412514]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7449253863868646,0.16913503573846356,0.08593957787467187]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,330,347,433,626],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.1153497368618964,0.4027801989351778,-0.28743046207328204]}","{""vectorType"":""dense"",""length"":3,""values"":[0.28402665642910707,0.47684811844640346,0.23912522512448953]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[113,207,297,304,372,377,416,520,574,846,980],""values"":[1,1,1,1,4,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0721508260140935,0.5262938037300449,-1.5984446297441386]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6065914434821993,0.35142575554798133,0.041982800969819316]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[66,330,346,669],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.1700483312279464,0.7403587786928556,-0.5703104474649096]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2406461735411875,0.5980861487496337,0.16126767770917866]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[48,207,327,344,354,556,560,613,822,906,936],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2869621930682627,-0.2769735675980572,-0.009988625470205958]}","{""vectorType"":""dense"",""length"":3,""values"":[0.432517365337107,0.2460873898074146,0.3213952448554786]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[387,736,909],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.325433523103132,0.5383891039295352,-0.8638226270326672]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3934254930151411,0.48679704286228104,0.11977746412257793]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,330,367,687,928,952],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.8201625316540961,0.006689063731013578,0.8134734679230822]}","{""vectorType"":""dense"",""length"":3,""values"":[0.11892620130137156,0.27187835418209205,0.6091954445165364]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,116,157,413,437,521,673,755,980,985],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8392425301029676,-0.9950237986087722,-0.8442187314941961]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8872422688877237,0.052135794593942505,0.0606219365183337]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,144,295,330,347,349,564,656,758,783,815,853,870,882],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1221841028602755,-1.0164574955645067,-0.10572660729576933]}","{""vectorType"":""dense"",""length"":3,""values"":[0.708858554391766,0.08351401048756908,0.20762743512066492]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[237,250,391,446,525,671,693,733,736,815,887,932,938],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0740438327213038,0.713634078566735,-1.787677911288039]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5699432173924868,0.39747299039823775,0.032583792209275445]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,275,348,374,436,457,476,717,736,928],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23932064534495054,0.08386826600913305,-0.32318891135408345]}","{""vectorType"":""dense"",""length"":3,""values"":[0.41223425183506307,0.35288399640845197,0.23488175175648482]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,51,65,297,415,454,484,901],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.894068320519828,-0.17513266641983755,-0.7189356540999916]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6482684817423263,0.2225393516420331,0.1291921666156405]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,56,144,157,196,258,279,357,371,403,413,485,556,585],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.19144749688960805,0.20707736149749623,-0.39852485838710533]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3890906364285564,0.3952198449697405,0.21568951860170296]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[71,93,113,136,223,363,663,772,823,881,971,984],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.05967844722597807,-0.923946771075941,0.9836252183019192]}","{""vectorType"":""dense"",""length"":3,""values"":[0.234745145623514,0.0989121532301206,0.6663427011463654]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[77,245,297,958],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.5572909636751506,0.2551287318114956,0.30216223186365476]}","{""vectorType"":""dense"",""length"":3,""values"":[0.17808732725194346,0.4012937601299891,0.4206189126180675]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[3,18,295,389,426,696,869,932],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.198222730847029,-0.20384863320304042,-0.9943740976439889]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7365325768366744,0.18125087165094422,0.08221655151238144]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[115,651,681,736,750,752,840,925,973],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9600253401781486,-0.3152392951285689,-0.6447860450495795]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6755458248468554,0.1887184757344423,0.1357356994187023]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,687,822],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.035677882337849,-0.3209026310393582,1.3565805133772064]}","{""vectorType"":""dense"",""length"":3,""values"":[0.07152105791975734,0.1461695389945887,0.7823094030856539]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[233,297,330,335,337,468,482,530,568,790,842],""values"":[1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6707084072676205,-0.4814722523541353,-0.1892361549134851]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5749992884858485,0.18166932587988227,0.24333138563426918]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[51,330,433,524,703,874,989],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5581845126677693,-0.12449896564103974,-0.4336855470267295]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5330087554876741,0.269307640879389,0.1976836036329368]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[127,156,281,297,499,737],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.17274370698232955,-0.003581666298582642,-0.1691620406837474]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39234760158080884,0.3289227143290619,0.2787296840901292]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[131,152,195,249,310,372,415,560,569,576,699,737,779,867,952],""values"":[1,1,1,1,1,2,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5127835347968195,-0.6675382102500624,-0.8452453245467573]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8280807562148963,0.09357740326635199,0.07834184051875173]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[21,98,106,261,297,385,437,495,661,748,782,805,855,898,913],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2566272919095416,-0.3512220168868179,-0.9054052750227235]}","{""vectorType"":""dense"",""length"":3,""values"":[0.760219867758615,0.15228570311659995,0.08749442912478501]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,89,306,397,465,485,736,838,857,888,895],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.095470802163586,-1.075013900113213,-1.0204569020503729]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9205385594908351,0.03864719458371544,0.04081424592544949]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[1,117,135,157,245,310,319,406,536,560,594,635,644,658,775,947],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5669021232514042,-0.6273702189623391,0.06046809571093492]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5247787260418062,0.15896822783676728,0.3162530461214264]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[71,122,210,269,305,330,426,680,925],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.22843621210011,0.17051749929757457,-1.3989537113976849]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7045009640304043,0.24458697874070134,0.05091205722889427]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[196,330,373,682,763,923,975],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.1873586835077055,0.243744266001117,0.9436144175065884]}","{""vectorType"":""dense"",""length"":3,""values"":[0.07349498832767695,0.307452365832352,0.6190526458399709]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,152,216,220,346,370,524,550,557,589,661,671,707,733,736,926],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1443444766564552,-0.13869325022122003,-1.0056512264352357]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7175255271083258,0.19889375704757556,0.08358071584409857]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,101,315,605,646,736,742,750,752,792,901,933],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0919866137687029,-0.03786114748599423,-1.054125466282708]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6944346265265086,0.22435963240834475,0.08120574106514654]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,29,37,99,117,297,394,449,537,602,712,868,870,896,921,981,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4928107738618275,-0.43932768318232857,-2.053483090679499]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9399473172591226,0.05008318741240176,0.009969495328475658]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[262,298,451,560,678,687,724],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.44008844310530715,-0.15454218486208343,0.5946306279673902]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1943708596666441,0.2586082168511799,0.5470209234821761]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[33,267,318,389,401,416,456,540,560,823],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8947330526150858,-0.13950446028760405,-0.7552285923274821]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6461807490156455,0.22971553726962624,0.12410371371472824]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[143,304,394,396,519,533,534,560,573,588,611,798,947,983],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3936517765105962,0.9872189431248619,-1.3808707196354586]}","{""vectorType"":""dense"",""length"":3,""values"":[0.335570533791755,0.6075286507180938,0.056900815490151184]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,59,97,330,426,433,473,670,741,745,770,791,801,829,892],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7504255446671393,0.7402026752978845,-2.490628219965023]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7254102783297974,0.2641493139922396,0.010440407677963]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,422,553,682,928,947],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.5659166154383518,0.552962288211831,0.012954327226520457]}","{""vectorType"":""dense"",""length"":3,""values"":[0.17107342805529938,0.5237276366568648,0.30519893528783587]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[131,330,422],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.13721698886684394,0.5231380188769928,-0.3859210300101491]}","{""vectorType"":""dense"",""length"":3,""values"":[0.26915798915800776,0.5209497225277333,0.2098922883142591]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,240,297,413,699,827,858],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5630051937044549,-0.3606537012200443,-0.20235149248441092]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5369901507678002,0.21321922423867362,0.2497906249935261]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,29,86,124,267,286,312,599,660,661,736,791,805,913,964],""values"":[1,1,1,1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.302347077467358,-1.0093054998583904,-2.2930415776089674]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9831620490229505,0.013185547992224142,0.003652402984825415]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[263,330,332,348,372,687,691,776,822,941],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.23302992962681182,-0.599950204706932,0.8329801343337428]}","{""vectorType"":""dense"",""length"":3,""values"":[0.21755042930751117,0.15073305240929677,0.6317165182831921]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[115,157,197,202,233,372,433,510,560,695,747,799,902,939,966],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0502077826283276,-0.6385033002041112,-0.41170448242421737]}","{""vectorType"":""dense"",""length"":3,""values"":[0.705940434659216,0.13042779530141088,0.1636317700393732]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[60,330,611,964],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.45108848540362845,0.6190681690630495,-1.0701566544666783]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4164320232745334,0.4926026781921441,0.09096529853332257]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,360,417,426,545,560,603,831,927,940,980],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7094549352515653,-0.1559833569165318,-1.5534715783350335]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8381495129242537,0.12976929353766728,0.03208119353807917]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,30,81,152,236,357,428,478,558,560,689,781,787,798,804,812,949,993],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5664045232531294,-0.370456319769289,-1.19594820348384]}","{""vectorType"":""dense"",""length"":3,""values"":[0.828295362778692,0.11940355400908444,0.0523010832122235]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,50,100,152,184,290,330,387,476,537,651,753,756,782,815],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.4170129146513067,2.131322512010863,-1.7143095973595557]}","{""vectorType"":""dense"",""length"":3,""values"":[0.07112844656401751,0.9094343162978812,0.0194372371381013]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[92,134,330,344,347,372,491,494,831,901,904],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6552166720075651,0.040743052279238356,-0.6959597242868039]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5555984528185002,0.3005374002941053,0.14386414688739468]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,203,357,413,436,440,452,508,683,699,736,767,803,885,956],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.40775457349321,-1.0488483013179903,-1.35890627217522]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9481675839178582,0.029902090313555434,0.02193032576858644]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[198,330,433,459,784,937,958],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.6760382760947754,-0.2229339734916687,0.8989722495864441]}","{""vectorType"":""dense"",""length"":3,""values"":[0.13506248008431165,0.21247870878990158,0.6524588111257869]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[111,211,258,286,298,323,330,445,527,697,741,835,891],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3041155119137056,-1.3202594861142805,0.016143974200575062]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7416665755570894,0.053759735976953875,0.20457368846595672]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,130,166,197,331,560,680,771,791,842,978],""values"":[1,1,1,1,3,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.6770754574274037,0.9124421719826812,-0.23536671455527697]}","{""vectorType"":""dense"",""length"":3,""values"":[0.13410674052274701,0.6573086422782246,0.2085846171990284]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,354,415,512,560,826,941,966,984],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6933129753536175,-0.5356726560548983,-0.15764031929871986]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5815316388074825,0.17014988890543165,0.2483184722870859]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[31,61,125,219,258,370,372,536,560,667,671,680,685,778,803,854,953,957],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.640188070410222,-0.902268938138397,-0.7379191322718242]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8536802433996796,0.06716146817854272,0.07915828842177774]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,35,63,139,261,393,513,552,560,613,646,678,712,892,897,944],""values"":[1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.281666132180542,-0.18907573213801382,-2.0925904000425284]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9114776245334858,0.07704003189825813,0.011482343568256118]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,163,177,468,640,658,736,779],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.15856070928968227,0.07270401283000771,-0.2312647221196899]}","{""vectorType"":""dense"",""length"":3,""values"":[0.38537118453933356,0.3536650536348015,0.2609637618258649]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,167,297,510,619,878,922],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7804012246775046,0.1606878215951849,-0.9410890462726901]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5824457414816582,0.31341325723394003,0.1041410012844017]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[105,157,300,302,322,499,525,552,560,607,680,872,897,982,996],""values"":[1,1,1,1,1,1,2,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9963563576304015,-0.8857691642420271,-1.110587193388375]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9084689726298414,0.05088841085599818,0.040642616514160415]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[52,420,560,770,890,975],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5086581787456272,0.059762334219744584,-0.5684205129653721]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5053257237114155,0.3225658734947833,0.1721084027938011]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,233,357,560,778,898,958],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3575499117308928,-0.49494144144763613,0.13739152971674296]}","{""vectorType"":""dense"",""length"":3,""values"":[0.44868338184491635,0.1912967950716377,0.36001982308344593]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,52,99,128,718,798,833,922,958],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.1178337529572524,0.17336317413582963,0.9444705788214227]}","{""vectorType"":""dense"",""length"":3,""values"":[0.07999227137454952,0.2909428771014636,0.6290648515239868]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[79,157,161,297,365,372,511,540,743,809,988],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1933304416136377,-0.869125814868511,-0.32420462674512684]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7427252165826848,0.09443104543312077,0.16284373798419446]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,29,45,79,99,104,146,179,225,330,348,405,413,736,810,903],""values"":[1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.6895859767627806,-0.6967853239519433,-1.9928006528108393]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9586917807255769,0.03243371038773957,0.008874508886683587]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[87,439,560,825,834,989],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0252043548238967,-0.24392602807956093,-0.7812783267443357]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6918946598275065,0.19447494464290815,0.11363039552958529]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[81,97,99,169,173,208,228,342,411,433,560,805,830,948,985],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0923803402225403,-0.5570753358366867,-1.5353050043858543]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9113549534040475,0.06442339063827228,0.02422165595768013]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,43,79,80,87,472,474,560,574,605,614,671,932,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1778781027509209,-0.453001588731255,-0.7248765140196656]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7435417040498715,0.1455537107251592,0.11090458522496914]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[93,114,144,281,297,330,426,442,634,804,871,963],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5478826902071154,0.0009787031393238554,-0.5488613933464398]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5228223803471613,0.3025776087410468,0.174600010911792]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,77,107,208,300,398,433,635,736],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0779221283073026,-0.16420023909686682,-0.9137218892104361]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7016354427530606,0.20261175065453949,0.09575280659240007]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[114,240,249,301,330,751,798,850],""values"":[1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.25502607784267284,0.3600643520245182,-0.10503827418184586]}","{""vectorType"":""dense"",""length"":3,""values"":[0.24927436581020426,0.4611136723843789,0.2896119618054169]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,47,240,330,451,569],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.17906993272622865,0.04480445676341055,0.13426547596281813]}","{""vectorType"":""dense"",""length"":3,""values"":[0.27632750600714184,0.345661913140089,0.37801058085276906]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[19,114,199,233,330,331,451,872,956,960],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.798028642111476,0.45244298295304586,-1.250471625064522]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5444447047945316,0.385361064934593,0.07019423027087547]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[17,23,168,200,274,387,492,603,646,736,778,791,850,886],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8133215907474016,-0.30317240834080156,-1.5101491824065991]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8646922860687409,0.1041549512209899,0.03115276271026904]}",0
